fecha,sku,demanda_unidades,precio_clp,insumo_critico,promocion,indice_estres_insumos,lead_time_dias,inventario_unidades,quiebre_stock,dia_semana,mes,año,procedencia_primaria,precio_unitario_primario_clp,procedencia_secundaria,precio_unitario_secundario_clp
2024-05-06,NotMilk,1167,2265,proteina de arveja,0,0.504,43,229860,0,0,5,2024,Canada,1639,Estados Unidos,2553
2024-05-07,NotMilk,979,2265,proteina de arveja,0,0.384,34,228693,0,1,5,2024,Canada,1639,Estados Unidos,2553
2024-05-08,NotMilk,1392,2265,proteina de arveja,1,0.583,36,227714,0,2,5,2024,Canada,1639,Estados Unidos,2553
2024-05-09,NotMilk,1326,2265,proteina de arveja,0,0.522,41,226322,0,3,5,2024,Canada,1639,Estados Unidos,2553
2024-05-10,NotMilk,1240,2265,proteina de arveja,0,0.561,40,224996,0,4,5,2024,Canada,1639,Estados Unidos,2553
2024-05-11,NotMilk,1469,2265,proteina de arveja,0,0.421,35,223756,0,5,5,2024,Canada,1639,Estados Unidos,2553
2024-05-12,NotMilk,1034,2265,proteina de arveja,0,0.562,40,222287,0,6,5,2024,Canada,1639,Estados Unidos,2553
2024-05-13,NotMilk,1467,2265,proteina de arveja,1,0.61,42,221253,0,0,5,2024,Canada,1639,Estados Unidos,2553
2024-05-14,NotMilk,946,2265,proteina de arveja,0,0.432,37,219786,0,1,5,2024,Canada,1639,Estados Unidos,2553
2024-05-15,NotMilk,1026,2265,proteina de arveja,0,0.535,44,218840,0,2,5,2024,Canada,1639,Estados Unidos,2553
2024-05-16,NotMilk,1010,2265,proteina de arveja,0,0.496,34,217814,0,3,5,2024,Canada,1639,Estados Unidos,2553
2024-05-17,NotMilk,1247,2265,proteina de arveja,0,0.417,38,216804,0,4,5,2024,Canada,1639,Estados Unidos,2553
2024-05-18,NotMilk,1173,2265,proteina de arveja,0,0.517,41,215557,0,5,5,2024,Canada,1639,Estados Unidos,2553
2024-05-19,NotMilk,1097,2265,proteina de arveja,0,0.532,40,214384,0,6,5,2024,Canada,1639,Estados Unidos,2553
2024-05-20,NotMilk,999,2265,proteina de arveja,0,0.458,37,213287,0,0,5,2024,Canada,1639,Estados Unidos,2553
2024-05-21,NotMilk,1027,2265,proteina de arveja,0,0.544,38,212288,0,1,5,2024,Canada,1639,Estados Unidos,2553
2024-05-22,NotMilk,1041,2265,proteina de arveja,0,0.4,38,211261,0,2,5,2024,Canada,1639,Estados Unidos,2553
2024-05-23,NotMilk,1581,2265,proteina de arveja,1,0.406,39,210220,0,3,5,2024,Canada,1639,Estados Unidos,2553
2024-05-24,NotMilk,1155,2265,proteina de arveja,0,0.485,39,208639,0,4,5,2024,Canada,1639,Estados Unidos,2553
2024-05-25,NotMilk,1163,2265,proteina de arveja,0,0.477,40,207484,0,5,5,2024,Canada,1639,Estados Unidos,2553
2024-05-26,NotMilk,1291,2265,proteina de arveja,0,0.436,35,206321,0,6,5,2024,Canada,1639,Estados Unidos,2553
2024-05-27,NotMilk,930,2265,proteina de arveja,0,0.509,38,205030,0,0,5,2024,Canada,1639,Estados Unidos,2553
2024-05-28,NotMilk,1056,2265,proteina de arveja,0,0.492,36,204100,0,1,5,2024,Canada,1639,Estados Unidos,2553
2024-05-29,NotMilk,982,2265,proteina de arveja,0,0.504,37,203044,0,2,5,2024,Canada,1639,Estados Unidos,2553
2024-05-30,NotMilk,1139,2265,proteina de arveja,0,0.452,39,202062,0,3,5,2024,Canada,1639,Estados Unidos,2553
2024-05-31,NotMilk,1344,2265,proteina de arveja,0,0.484,38,200923,0,4,5,2024,Canada,1639,Estados Unidos,2553
2024-06-01,NotMilk,1347,2265,proteina de arveja,0,0.427,42,199579,0,5,6,2024,Canada,1639,Estados Unidos,2553
2024-06-02,NotMilk,1371,2265,proteina de arveja,1,0.548,39,198232,0,6,6,2024,Canada,1639,Estados Unidos,2553
2024-06-03,NotMilk,935,2265,proteina de arveja,0,0.4,37,196861,0,0,6,2024,Canada,1639,Estados Unidos,2553
2024-06-04,NotMilk,908,2265,proteina de arveja,0,0.541,39,195926,0,1,6,2024,Canada,1639,Estados Unidos,2553
2024-06-05,NotMilk,1005,2265,proteina de arveja,0,0.433,36,195018,0,2,6,2024,Canada,1639,Estados Unidos,2553
2024-06-06,NotMilk,1192,2265,proteina de arveja,0,0.358,36,194013,0,3,6,2024,Canada,1639,Estados Unidos,2553
2024-06-07,NotMilk,1210,2265,proteina de arveja,0,0.49,40,192821,0,4,6,2024,Canada,1639,Estados Unidos,2553
2024-06-08,NotMilk,1254,2265,proteina de arveja,0,0.423,37,191611,0,5,6,2024,Canada,1639,Estados Unidos,2553
2024-06-09,NotMilk,1218,2265,proteina de arveja,0,0.454,36,190357,0,6,6,2024,Canada,1639,Estados Unidos,2553
2024-06-10,NotMilk,972,2265,proteina de arveja,0,0.467,36,189139,0,0,6,2024,Canada,1639,Estados Unidos,2553
2024-06-11,NotMilk,913,2265,proteina de arveja,0,0.418,36,188167,0,1,6,2024,Canada,1639,Estados Unidos,2553
2024-06-12,NotMilk,840,2265,proteina de arveja,0,0.366,37,187254,0,2,6,2024,Canada,1639,Estados Unidos,2553
2024-06-13,NotMilk,858,2265,proteina de arveja,0,0.439,40,186414,0,3,6,2024,Canada,1639,Estados Unidos,2553
2024-06-14,NotMilk,1219,2265,proteina de arveja,0,0.384,34,185556,0,4,6,2024,Canada,1639,Estados Unidos,2553
2024-06-15,NotMilk,1159,2265,proteina de arveja,0,0.413,36,184337,0,5,6,2024,Canada,1639,Estados Unidos,2553
2024-06-16,NotMilk,1009,2265,proteina de arveja,0,0.265,35,183178,0,6,6,2024,Canada,1639,Estados Unidos,2553
2024-06-17,NotMilk,939,2265,proteina de arveja,0,0.389,33,182169,0,0,6,2024,Canada,1639,Estados Unidos,2553
2024-06-18,NotMilk,866,2265,proteina de arveja,0,0.329,34,181230,0,1,6,2024,Canada,1639,Estados Unidos,2553
2024-06-19,NotMilk,1018,2265,proteina de arveja,0,0.438,36,180364,0,2,6,2024,Canada,1639,Estados Unidos,2553
2024-06-20,NotMilk,1069,2265,proteina de arveja,0,0.38,35,179346,0,3,6,2024,Canada,1639,Estados Unidos,2553
2024-06-21,NotMilk,1086,2265,proteina de arveja,0,0.355,37,178277,0,4,6,2024,Canada,1639,Estados Unidos,2553
2024-06-22,NotMilk,1231,2265,proteina de arveja,0,0.361,36,177191,0,5,6,2024,Canada,1639,Estados Unidos,2553
2024-06-23,NotMilk,1011,2265,proteina de arveja,0,0.281,34,175960,0,6,6,2024,Canada,1639,Estados Unidos,2553
2024-06-24,NotMilk,939,2265,proteina de arveja,0,0.406,38,174949,0,0,6,2024,Canada,1639,Estados Unidos,2553
2024-06-25,NotMilk,818,2265,proteina de arveja,0,0.419,40,174010,0,1,6,2024,Canada,1639,Estados Unidos,2553
2024-06-26,NotMilk,866,2265,proteina de arveja,0,0.333,39,173192,0,2,6,2024,Canada,1639,Estados Unidos,2553
2024-06-27,NotMilk,1045,2265,proteina de arveja,0,0.387,33,172326,0,3,6,2024,Canada,1639,Estados Unidos,2553
2024-06-28,NotMilk,1130,2265,proteina de arveja,0,0.273,36,171281,0,4,6,2024,Canada,1639,Estados Unidos,2553
2024-06-29,NotMilk,1159,2265,proteina de arveja,0,0.255,35,170151,0,5,6,2024,Canada,1639,Estados Unidos,2553
2024-06-30,NotMilk,985,2265,proteina de arveja,0,0.291,36,168992,0,6,6,2024,Canada,1639,Estados Unidos,2553
2024-07-01,NotMilk,1040,2265,proteina de arveja,1,0.305,35,168007,0,0,7,2024,Canada,1639,Estados Unidos,2553
2024-07-02,NotMilk,803,2265,proteina de arveja,0,0.258,35,166967,0,1,7,2024,Canada,1639,Estados Unidos,2553
2024-07-03,NotMilk,950,2265,proteina de arveja,0,0.299,36,166164,0,2,7,2024,Canada,1639,Estados Unidos,2553
2024-07-04,NotMilk,992,2265,proteina de arveja,0,0.281,34,165214,0,3,7,2024,Canada,1639,Estados Unidos,2553
2024-07-05,NotMilk,1084,2265,proteina de arveja,0,0.211,33,164222,0,4,7,2024,Canada,1639,Estados Unidos,2553
2024-07-06,NotMilk,1179,2265,proteina de arveja,0,0.281,34,163138,0,5,7,2024,Canada,1639,Estados Unidos,2553
2024-07-07,NotMilk,929,2265,proteina de arveja,0,0.293,36,161959,0,6,7,2024,Canada,1639,Estados Unidos,2553
2024-07-08,NotMilk,757,2265,proteina de arveja,0,0.253,36,161030,0,0,7,2024,Canada,1639,Estados Unidos,2553
2024-07-09,NotMilk,805,2265,proteina de arveja,0,0.296,37,160273,0,1,7,2024,Canada,1639,Estados Unidos,2553
2024-07-10,NotMilk,842,2265,proteina de arveja,0,0.173,33,159468,0,2,7,2024,Canada,1639,Estados Unidos,2553
2024-07-11,NotMilk,919,2265,proteina de arveja,0,0.252,36,158626,0,3,7,2024,Canada,1639,Estados Unidos,2553
2024-07-12,NotMilk,1069,2265,proteina de arveja,0,0.165,36,157707,0,4,7,2024,Canada,1639,Estados Unidos,2553
2024-07-13,NotMilk,1113,2265,proteina de arveja,0,0.163,36,156638,0,5,7,2024,Canada,1639,Estados Unidos,2553
2024-07-14,NotMilk,966,2265,proteina de arveja,0,0.182,34,155525,0,6,7,2024,Canada,1639,Estados Unidos,2553
2024-07-15,NotMilk,868,2265,proteina de arveja,0,0.162,34,154559,0,0,7,2024,Canada,1639,Estados Unidos,2553
2024-07-16,NotMilk,916,2265,proteina de arveja,0,0.177,35,153691,0,1,7,2024,Canada,1639,Estados Unidos,2553
2024-07-17,NotMilk,836,2265,proteina de arveja,0,0.19,32,152775,0,2,7,2024,Canada,1639,Estados Unidos,2553
2024-07-18,NotMilk,1000,2265,proteina de arveja,0,0.238,34,151939,0,3,7,2024,Canada,1639,Estados Unidos,2553
2024-07-19,NotMilk,1021,2265,proteina de arveja,0,0.176,36,150939,0,4,7,2024,Canada,1639,Estados Unidos,2553
2024-07-20,NotMilk,981,2265,proteina de arveja,0,0.109,35,149918,0,5,7,2024,Canada,1639,Estados Unidos,2553
2024-07-21,NotMilk,906,2265,proteina de arveja,0,0.242,34,148937,0,6,7,2024,Canada,1639,Estados Unidos,2553
2024-07-22,NotMilk,801,2265,proteina de arveja,0,0.14,34,148031,0,0,7,2024,Canada,1639,Estados Unidos,2553
2024-07-23,NotMilk,810,2265,proteina de arveja,0,0.175,32,147230,0,1,7,2024,Canada,1639,Estados Unidos,2553
2024-07-24,NotMilk,1005,2265,proteina de arveja,0,0.197,36,146420,0,2,7,2024,Canada,1639,Estados Unidos,2553
2024-07-25,NotMilk,1211,2265,proteina de arveja,1,0.182,34,145415,0,3,7,2024,Canada,1639,Estados Unidos,2553
2024-07-26,NotMilk,1013,2265,proteina de arveja,0,0.224,34,144204,0,4,7,2024,Canada,1639,Estados Unidos,2553
2024-07-27,NotMilk,1032,2265,proteina de arveja,0,0.19,34,143191,0,5,7,2024,Canada,1639,Estados Unidos,2553
2024-07-28,NotMilk,966,2265,proteina de arveja,0,0.121,33,142159,0,6,7,2024,Canada,1639,Estados Unidos,2553
2024-07-29,NotMilk,838,2265,proteina de arveja,0,0.271,34,141193,0,0,7,2024,Canada,1639,Estados Unidos,2553
2024-07-30,NotMilk,856,2265,proteina de arveja,0,0.169,35,140355,0,1,7,2024,Canada,1639,Estados Unidos,2553
2024-07-31,NotMilk,672,2265,proteina de arveja,0,0.15,33,139499,0,2,7,2024,Canada,1639,Estados Unidos,2553
2024-08-01,NotMilk,769,2265,proteina de arveja,0,0.204,38,138827,0,3,8,2024,Canada,1639,Estados Unidos,2553
2024-08-02,NotMilk,994,2265,proteina de arveja,0,0.167,37,138058,0,4,8,2024,Canada,1639,Estados Unidos,2553
2024-08-03,NotMilk,1114,2265,proteina de arveja,0,0.173,32,137064,0,5,8,2024,Canada,1639,Estados Unidos,2553
2024-08-04,NotMilk,809,2265,proteina de arveja,0,0.277,35,135950,0,6,8,2024,Canada,1639,Estados Unidos,2553
2024-08-05,NotMilk,616,2265,proteina de arveja,0,0.138,32,135141,0,0,8,2024,Canada,1639,Estados Unidos,2553
2024-08-06,NotMilk,803,2265,proteina de arveja,0,0.135,33,134525,0,1,8,2024,Canada,1639,Estados Unidos,2553
2024-08-07,NotMilk,842,2265,proteina de arveja,0,0.156,38,133722,0,2,8,2024,Canada,1639,Estados Unidos,2553
2024-08-08,NotMilk,858,2265,proteina de arveja,0,0.204,34,132880,0,3,8,2024,Canada,1639,Estados Unidos,2553
2024-08-09,NotMilk,944,2265,proteina de arveja,0,0.075,34,132022,0,4,8,2024,Canada,1639,Estados Unidos,2553
2024-08-10,NotMilk,936,2265,proteina de arveja,0,0.052,34,131078,0,5,8,2024,Canada,1639,Estados Unidos,2553
2024-08-11,NotMilk,925,2265,proteina de arveja,0,0.121,31,130142,0,6,8,2024,Canada,1639,Estados Unidos,2553
2024-08-12,NotMilk,764,2265,proteina de arveja,0,0.069,31,129217,0,0,8,2024,Canada,1639,Estados Unidos,2553
2024-08-13,NotMilk,792,2265,proteina de arveja,0,0.131,31,128453,0,1,8,2024,Canada,1639,Estados Unidos,2553
2024-08-14,NotMilk,632,2265,proteina de arveja,0,0.178,32,127661,0,2,8,2024,Canada,1639,Estados Unidos,2553
2024-08-15,NotMilk,870,2265,proteina de arveja,0,0.11,28,127029,0,3,8,2024,Canada,1639,Estados Unidos,2553
2024-08-16,NotMilk,926,2265,proteina de arveja,0,0.084,34,126159,0,4,8,2024,Canada,1639,Estados Unidos,2553
2024-08-17,NotMilk,1275,2265,proteina de arveja,1,0.161,38,125233,0,5,8,2024,Canada,1639,Estados Unidos,2553
2024-08-18,NotMilk,872,2265,proteina de arveja,0,0.202,35,123958,0,6,8,2024,Canada,1639,Estados Unidos,2553
2024-08-19,NotMilk,851,2265,proteina de arveja,0,0.076,30,123086,0,0,8,2024,Canada,1639,Estados Unidos,2553
2024-08-20,NotMilk,645,2265,proteina de arveja,0,0.204,33,122235,0,1,8,2024,Canada,1639,Estados Unidos,2553
2024-08-21,NotMilk,819,2265,proteina de arveja,0,0.206,34,121590,0,2,8,2024,Canada,1639,Estados Unidos,2553
2024-08-22,NotMilk,972,2265,proteina de arveja,0,0.216,33,120771,0,3,8,2024,Canada,1639,Estados Unidos,2553
2024-08-23,NotMilk,1166,2265,proteina de arveja,0,0.232,37,119799,0,4,8,2024,Canada,1639,Estados Unidos,2553
2024-08-24,NotMilk,967,2265,proteina de arveja,0,0.284,37,118633,0,5,8,2024,Canada,1639,Estados Unidos,2553
2024-08-25,NotMilk,933,2265,proteina de arveja,0,0.159,32,117666,0,6,8,2024,Canada,1639,Estados Unidos,2553
2024-08-26,NotMilk,933,2265,proteina de arveja,1,0.186,36,116733,0,0,8,2024,Canada,1639,Estados Unidos,2553
2024-08-27,NotMilk,771,2265,proteina de arveja,1,0.163,37,115800,0,1,8,2024,Canada,1639,Estados Unidos,2553
2024-08-28,NotMilk,871,2265,proteina de arveja,0,0.187,38,115029,0,2,8,2024,Canada,1639,Estados Unidos,2553
2024-08-29,NotMilk,930,2265,proteina de arveja,0,0.268,41,114158,0,3,8,2024,Canada,1639,Estados Unidos,2553
2024-08-30,NotMilk,1111,2265,proteina de arveja,0,0.128,32,113228,0,4,8,2024,Canada,1639,Estados Unidos,2553
2024-08-31,NotMilk,896,2265,proteina de arveja,0,0.156,40,112117,0,5,8,2024,Canada,1639,Estados Unidos,2553
2024-09-01,NotMilk,949,2265,proteina de arveja,0,0.272,35,111221,0,6,9,2024,Canada,1639,Estados Unidos,2553
2024-09-02,NotMilk,921,2265,proteina de arveja,0,0.259,34,110272,0,0,9,2024,Canada,1639,Estados Unidos,2553
2024-09-03,NotMilk,785,2265,proteina de arveja,0,0.194,35,109351,0,1,9,2024,Canada,1639,Estados Unidos,2553
2024-09-04,NotMilk,836,2265,proteina de arveja,0,0.26,34,108566,0,2,9,2024,Canada,1639,Estados Unidos,2553
2024-09-05,NotMilk,935,2265,proteina de arveja,0,0.239,36,107730,0,3,9,2024,Canada,1639,Estados Unidos,2553
2024-09-06,NotMilk,892,2265,proteina de arveja,0,0.302,33,106795,0,4,9,2024,Canada,1639,Estados Unidos,2553
2024-09-07,NotMilk,1121,2265,proteina de arveja,0,0.236,34,105903,0,5,9,2024,Canada,1639,Estados Unidos,2553
2024-09-08,NotMilk,871,2265,proteina de arveja,0,0.288,38,104782,0,6,9,2024,Canada,1639,Estados Unidos,2553
2024-09-09,NotMilk,838,2265,proteina de arveja,0,0.374,36,103911,0,0,9,2024,Canada,1639,Estados Unidos,2553
2024-09-10,NotMilk,824,2265,proteina de arveja,1,0.277,36,103073,0,1,9,2024,Canada,1639,Estados Unidos,2553
2024-09-11,NotMilk,746,2265,proteina de arveja,0,0.255,36,102249,0,2,9,2024,Canada,1639,Estados Unidos,2553
2024-09-12,NotMilk,1049,2265,proteina de arveja,0,0.295,38,101503,0,3,9,2024,Canada,1639,Estados Unidos,2553
2024-09-13,NotMilk,999,2265,proteina de arveja,0,0.246,32,100454,0,4,9,2024,Canada,1639,Estados Unidos,2553
2024-09-14,NotMilk,1139,2265,proteina de arveja,0,0.389,38,99455,0,5,9,2024,Canada,1639,Estados Unidos,2553
2024-09-15,NotMilk,918,2265,proteina de arveja,0,0.285,35,98316,0,6,9,2024,Canada,1639,Estados Unidos,2553
2024-09-16,NotMilk,693,2265,proteina de arveja,0,0.268,36,97398,0,0,9,2024,Canada,1639,Estados Unidos,2553
2024-09-17,NotMilk,826,2265,proteina de arveja,0,0.245,37,96705,0,1,9,2024,Canada,1639,Estados Unidos,2553
2024-09-18,NotMilk,793,2265,proteina de arveja,0,0.348,34,95879,0,2,9,2024,Canada,1639,Estados Unidos,2553
2024-09-19,NotMilk,1004,2265,proteina de arveja,0,0.342,34,95086,0,3,9,2024,Canada,1639,Estados Unidos,2553
2024-09-20,NotMilk,1041,2265,proteina de arveja,0,0.28,31,94082,0,4,9,2024,Canada,1639,Estados Unidos,2553
2024-09-21,NotMilk,904,2265,proteina de arveja,0,0.34,35,93041,0,5,9,2024,Canada,1639,Estados Unidos,2553
2024-09-22,NotMilk,947,2265,proteina de arveja,0,0.242,38,92137,0,6,9,2024,Canada,1639,Estados Unidos,2553
2024-09-23,NotMilk,968,2265,proteina de arveja,0,0.332,36,91190,0,0,9,2024,Canada,1639,Estados Unidos,2553
2024-09-24,NotMilk,812,2265,proteina de arveja,0,0.352,34,90222,0,1,9,2024,Canada,1639,Estados Unidos,2553
2024-09-25,NotMilk,839,2265,proteina de arveja,0,0.42,36,89410,0,2,9,2024,Canada,1639,Estados Unidos,2553
2024-09-26,NotMilk,1047,2265,proteina de arveja,0,0.303,33,88571,0,3,9,2024,Canada,1639,Estados Unidos,2553
2024-09-27,NotMilk,1072,2265,proteina de arveja,0,0.283,33,87524,0,4,9,2024,Canada,1639,Estados Unidos,2553
2024-09-28,NotMilk,1065,2265,proteina de arveja,0,0.308,36,86452,0,5,9,2024,Canada,1639,Estados Unidos,2553
2024-09-29,NotMilk,866,2265,proteina de arveja,0,0.292,33,85387,0,6,9,2024,Canada,1639,Estados Unidos,2553
2024-09-30,NotMilk,852,2265,proteina de arveja,0,0.432,39,84521,0,0,9,2024,Canada,1639,Estados Unidos,2553
2024-10-01,NotMilk,860,2265,proteina de arveja,0,0.448,37,83669,0,1,10,2024,Canada,1639,Estados Unidos,2553
2024-10-02,NotMilk,1041,2265,proteina de arveja,1,0.392,37,82809,0,2,10,2024,Canada,1639,Estados Unidos,2553
2024-10-03,NotMilk,1092,2265,proteina de arveja,0,0.443,37,81768,0,3,10,2024,Canada,1639,Estados Unidos,2553
2024-10-04,NotMilk,1064,2265,proteina de arveja,0,0.395,38,80676,0,4,10,2024,Canada,1639,Estados Unidos,2553
2024-10-05,NotMilk,990,2265,proteina de arveja,0,0.389,38,79612,0,5,10,2024,Canada,1639,Estados Unidos,2553
2024-10-06,NotMilk,1044,2265,proteina de arveja,0,0.382,37,78622,0,6,10,2024,Canada,1639,Estados Unidos,2553
2024-10-07,NotMilk,832,2265,proteina de arveja,0,0.389,38,77578,0,0,10,2024,Canada,1639,Estados Unidos,2553
2024-10-08,NotMilk,858,2265,proteina de arveja,0,0.332,36,76746,0,1,10,2024,Canada,1639,Estados Unidos,2553
2024-10-09,NotMilk,853,2265,proteina de arveja,0,0.428,38,75888,0,2,10,2024,Canada,1639,Estados Unidos,2553
2024-10-10,NotMilk,994,2265,proteina de arveja,0,0.418,36,75035,0,3,10,2024,Canada,1639,Estados Unidos,2553
2024-10-11,NotMilk,1136,2265,proteina de arveja,0,0.462,38,74041,0,4,10,2024,Canada,1639,Estados Unidos,2553
2024-10-12,NotMilk,1112,2265,proteina de arveja,0,0.435,37,72905,0,5,10,2024,Canada,1639,Estados Unidos,2553
2024-10-13,NotMilk,829,2265,proteina de arveja,0,0.426,36,71793,0,6,10,2024,Canada,1639,Estados Unidos,2553
2024-10-14,NotMilk,1067,2265,proteina de arveja,1,0.396,35,70964,0,0,10,2024,Canada,1639,Estados Unidos,2553
2024-10-15,NotMilk,887,2265,proteina de arveja,0,0.447,38,69897,0,1,10,2024,Canada,1639,Estados Unidos,2553
2024-10-16,NotMilk,883,2265,proteina de arveja,0,0.485,40,69010,0,2,10,2024,Canada,1639,Estados Unidos,2553
2024-10-17,NotMilk,978,2265,proteina de arveja,0,0.395,39,68127,0,3,10,2024,Canada,1639,Estados Unidos,2553
2024-10-18,NotMilk,996,2265,proteina de arveja,0,0.461,35,67149,0,4,10,2024,Canada,1639,Estados Unidos,2553
2024-10-19,NotMilk,1015,2265,proteina de arveja,0,0.472,40,66153,0,5,10,2024,Canada,1639,Estados Unidos,2553
2024-10-20,NotMilk,1131,2265,proteina de arveja,1,0.428,37,65138,0,6,10,2024,Canada,1639,Estados Unidos,2553
2024-10-21,NotMilk,881,2265,proteina de arveja,0,0.438,38,64007,0,0,10,2024,Canada,1639,Estados Unidos,2553
2024-10-22,NotMilk,804,2265,proteina de arveja,0,0.482,36,63126,0,1,10,2024,Canada,1639,Estados Unidos,2553
2024-10-23,NotMilk,842,2265,proteina de arveja,0,0.418,37,62322,0,2,10,2024,Canada,1639,Estados Unidos,2553
2024-10-24,NotMilk,1039,2265,proteina de arveja,0,0.495,39,61480,0,3,10,2024,Canada,1639,Estados Unidos,2553
2024-10-25,NotMilk,1177,2265,proteina de arveja,0,0.435,34,60441,0,4,10,2024,Canada,1639,Estados Unidos,2553
2024-10-26,NotMilk,1328,2265,proteina de arveja,0,0.536,40,59264,0,5,10,2024,Canada,1639,Estados Unidos,2553
2024-10-27,NotMilk,907,2265,proteina de arveja,0,0.602,42,57936,0,6,10,2024,Canada,1639,Estados Unidos,2553
2024-10-28,NotMilk,994,2265,proteina de arveja,0,0.445,37,57029,0,0,10,2024,Canada,1639,Estados Unidos,2553
2024-10-29,NotMilk,932,2265,proteina de arveja,0,0.516,41,56035,0,1,10,2024,Canada,1639,Estados Unidos,2553
2024-10-30,NotMilk,877,2265,proteina de arveja,0,0.455,37,55103,0,2,10,2024,Canada,1639,Estados Unidos,2553
2024-10-31,NotMilk,1088,2265,proteina de arveja,0,0.545,40,54226,0,3,10,2024,Canada,1639,Estados Unidos,2553
2024-11-01,NotMilk,1129,2265,proteina de arveja,0,0.432,33,53138,0,4,11,2024,Canada,1639,Estados Unidos,2553
2024-11-02,NotMilk,1183,2265,proteina de arveja,0,0.52,43,52009,0,5,11,2024,Canada,1639,Estados Unidos,2553
2024-11-03,NotMilk,1186,2265,proteina de arveja,0,0.454,40,50826,0,6,11,2024,Canada,1639,Estados Unidos,2553
2024-11-04,NotMilk,978,2265,proteina de arveja,0,0.488,37,49640,0,0,11,2024,Canada,1639,Estados Unidos,2553
2024-11-05,NotMilk,923,2265,proteina de arveja,0,0.448,33,48662,0,1,11,2024,Canada,1639,Estados Unidos,2553
2024-11-06,NotMilk,926,2265,proteina de arveja,0,0.541,39,47739,0,2,11,2024,Canada,1639,Estados Unidos,2553
2024-11-07,NotMilk,967,2265,proteina de arveja,0,0.458,35,46813,0,3,11,2024,Canada,1639,Estados Unidos,2553
2024-11-08,NotMilk,1182,2265,proteina de arveja,0,0.528,39,45846,0,4,11,2024,Canada,1639,Estados Unidos,2553
2024-11-09,NotMilk,1311,2265,proteina de arveja,0,0.483,39,44664,0,5,11,2024,Canada,1639,Estados Unidos,2553
2024-11-10,NotMilk,953,2265,proteina de arveja,0,0.494,36,43353,0,6,11,2024,Canada,1639,Estados Unidos,2553
2024-11-11,NotMilk,876,2265,proteina de arveja,0,0.506,40,42400,0,0,11,2024,Canada,1639,Estados Unidos,2553
2024-11-12,NotMilk,919,2265,proteina de arveja,0,0.46,39,41524,0,1,11,2024,Canada,1639,Estados Unidos,2553
2024-11-13,NotMilk,906,2265,proteina de arveja,0,0.508,40,40605,0,2,11,2024,Canada,1639,Estados Unidos,2553
2024-11-14,NotMilk,1055,2265,proteina de arveja,0,0.573,39,39699,0,3,11,2024,Canada,1639,Estados Unidos,2553
2024-11-15,NotMilk,1191,2265,proteina de arveja,0,0.456,35,38644,0,4,11,2024,Canada,1639,Estados Unidos,2553
2024-11-16,NotMilk,1402,2265,proteina de arveja,1,0.552,41,37453,0,5,11,2024,Canada,1639,Estados Unidos,2553
2024-11-17,NotMilk,1027,2265,proteina de arveja,0,0.567,38,36051,0,6,11,2024,Canada,1639,Estados Unidos,2553
2024-11-18,NotMilk,1037,2265,proteina de arveja,0,0.449,35,35024,0,0,11,2024,Canada,1639,Estados Unidos,2553
2024-11-19,NotMilk,836,2265,proteina de arveja,0,0.415,40,33987,0,1,11,2024,Canada,1639,Estados Unidos,2553
2024-11-20,NotMilk,1180,2265,proteina de arveja,1,0.5,42,33151,0,2,11,2024,Canada,1639,Estados Unidos,2553
2024-11-21,NotMilk,1097,2265,proteina de arveja,0,0.455,37,31971,0,3,11,2024,Canada,1639,Estados Unidos,2553
2024-11-22,NotMilk,1340,2265,proteina de arveja,0,0.573,43,30874,0,4,11,2024,Canada,1639,Estados Unidos,2553
2024-11-23,NotMilk,1239,2265,proteina de arveja,0,0.479,38,29534,0,5,11,2024,Canada,1639,Estados Unidos,2553
2024-11-24,NotMilk,1100,2265,proteina de arveja,0,0.434,36,28295,0,6,11,2024,Canada,1639,Estados Unidos,2553
2024-11-25,NotMilk,1341,2265,proteina de arveja,1,0.414,36,27195,0,0,11,2024,Canada,1639,Estados Unidos,2553
2024-11-26,NotMilk,1077,2265,proteina de arveja,1,0.522,42,25854,0,1,11,2024,Canada,1639,Estados Unidos,2553
2024-11-27,NotMilk,1077,2265,proteina de arveja,0,0.435,36,24777,0,2,11,2024,Canada,1639,Estados Unidos,2553
2024-11-28,NotMilk,1614,2265,proteina de arveja,1,0.462,39,23700,0,3,11,2024,Canada,1639,Estados Unidos,2553
2024-11-29,NotMilk,1255,2265,proteina de arveja,0,0.504,37,22086,0,4,11,2024,Canada,1639,Estados Unidos,2553
2024-11-30,NotMilk,1395,2265,proteina de arveja,0,0.428,36,20831,0,5,11,2024,Canada,1639,Estados Unidos,2553
2024-12-01,NotMilk,1066,2265,proteina de arveja,0,0.446,39,19436,0,6,12,2024,Canada,1639,Estados Unidos,2553
2024-12-02,NotMilk,1126,2265,proteina de arveja,0,0.443,37,18370,0,0,12,2024,Canada,1639,Estados Unidos,2553
2024-12-03,NotMilk,995,2265,proteina de arveja,0,0.473,37,17244,0,1,12,2024,Canada,1639,Estados Unidos,2553
2024-12-04,NotMilk,1033,2265,proteina de arveja,0,0.464,40,16249,0,2,12,2024,Canada,1639,Estados Unidos,2553
2024-12-05,NotMilk,1213,2265,proteina de arveja,0,0.419,40,15216,0,3,12,2024,Canada,1639,Estados Unidos,2553
2024-12-06,NotMilk,1319,2265,proteina de arveja,0,0.428,38,14003,0,4,12,2024,Canada,1639,Estados Unidos,2553
